FIPS,Tract,County,State,measure,value
16039960100,Census Tract 9601,Elmore County,Idaho,Total,3033.0
16039960201,Census Tract 9602.01,Elmore County,Idaho,Total,4656.0
16039960202,Census Tract 9602.02,Elmore County,Idaho,Total,4822.0
16039960300,Census Tract 9603,Elmore County,Idaho,Total,4345.0
16039960401,Census Tract 9604.01,Elmore County,Idaho,Total,5203.0
16039960402,Census Tract 9604.02,Elmore County,Idaho,Total,3509.0
16039960500,Census Tract 9605,Elmore County,Idaho,Total,3184.0
16041970100,Census Tract 9701,Franklin County,Idaho,Total,7657.0
16041970200,Census Tract 9702,Franklin County,Idaho,Total,6719.0
16043970100,Census Tract 9701,Fremont County,Idaho,Total,1248.0
16043970200,Census Tract 9702,Fremont County,Idaho,Total,3832.0
16043970301,Census Tract 9703.01,Fremont County,Idaho,Total,5055.0
16043970302,Census Tract 9703.02,Fremont County,Idaho,Total,3384.0
16045960100,Census Tract 9601,Gem County,Idaho,Total,5555.0
16045960200,Census Tract 9602,Gem County,Idaho,Total,6833.0
16045960301,Census Tract 9603.01,Gem County,Idaho,Total,4366.0
16045960302,Census Tract 9603.02,Gem County,Idaho,Total,2496.0
16047960101,Census Tract 9601.01,Gooding County,Idaho,Total,3820.0
16047960102,Census Tract 9601.02,Gooding County,Idaho,Total,3865.0
16047960201,Census Tract 9602.01,Gooding County,Idaho,Total,4903.0
16047960202,Census Tract 9602.02,Gooding County,Idaho,Total,2932.0
16049940000,Census Tract 9400,Idaho County,Idaho,Total,4609.0
16049960100,Census Tract 9601,Idaho County,Idaho,Total,2380.0
16049960201,Census Tract 9602.01,Idaho County,Idaho,Total,1438.0
16049960202,Census Tract 9602.02,Idaho County,Idaho,Total,4615.0
16049960300,Census Tract 9603,Idaho County,Idaho,Total,2565.0
16049960400,Census Tract 9604,Idaho County,Idaho,Total,1180.0
16051960100,Census Tract 9601,Jefferson County,Idaho,Total,3807.0
16051960200,Census Tract 9602,Jefferson County,Idaho,Total,4614.0
16051960301,Census Tract 9603.01,Jefferson County,Idaho,Total,3749.0
16051960302,Census Tract 9603.02,Jefferson County,Idaho,Total,6012.0
16051960401,Census Tract 9604.01,Jefferson County,Idaho,Total,6323.0
16051960402,Census Tract 9604.02,Jefferson County,Idaho,Total,6878.0
16053970100,Census Tract 9701,Jerome County,Idaho,Total,3294.0
16053970200,Census Tract 9702,Jerome County,Idaho,Total,4321.0
16053970300,Census Tract 9703,Jerome County,Idaho,Total,6320.0
16053970400,Census Tract 9704,Jerome County,Idaho,Total,3254.0
16053970501,Census Tract 9705.01,Jerome County,Idaho,Total,4441.0
16053970502,Census Tract 9705.02,Jerome County,Idaho,Total,2844.0
16055000101,Census Tract 1.01,Kootenai County,Idaho,Total,3019.0
16055000102,Census Tract 1.02,Kootenai County,Idaho,Total,5067.0
16055000201,Census Tract 2.01,Kootenai County,Idaho,Total,3876.0
16055000202,Census Tract 2.02,Kootenai County,Idaho,Total,3392.0
16055000203,Census Tract 2.03,Kootenai County,Idaho,Total,3163.0
16055000301,Census Tract 3.01,Kootenai County,Idaho,Total,7397.0
16055000303,Census Tract 3.03,Kootenai County,Idaho,Total,5439.0
16055000304,Census Tract 3.04,Kootenai County,Idaho,Total,3755.0
16055000401,Census Tract 4.01,Kootenai County,Idaho,Total,6577.0
16055000402,Census Tract 4.02,Kootenai County,Idaho,Total,10512.0
16055000501,Census Tract 5.01,Kootenai County,Idaho,Total,6796.0
16055000502,Census Tract 5.02,Kootenai County,Idaho,Total,6315.0
16055000503,Census Tract 5.03,Kootenai County,Idaho,Total,4438.0
16055000601,Census Tract 6.01,Kootenai County,Idaho,Total,4676.0
16055000602,Census Tract 6.02,Kootenai County,Idaho,Total,7390.0
16055000701,Census Tract 7.01,Kootenai County,Idaho,Total,5897.0
16055000702,Census Tract 7.02,Kootenai County,Idaho,Total,4481.0
16055000703,Census Tract 7.03,Kootenai County,Idaho,Total,7027.0
16055000704,Census Tract 7.04,Kootenai County,Idaho,Total,5167.0
16055000800,Census Tract 8,Kootenai County,Idaho,Total,5375.0
16055000901,Census Tract 9.01,Kootenai County,Idaho,Total,3170.0
16055000902,Census Tract 9.02,Kootenai County,Idaho,Total,3301.0
16055001002,Census Tract 10.02,Kootenai County,Idaho,Total,5150.0
16055001003,Census Tract 10.03,Kootenai County,Idaho,Total,2014.0
16055001004,Census Tract 10.04,Kootenai County,Idaho,Total,4812.0
16055001100,Census Tract 11,Kootenai County,Idaho,Total,2251.0
16055001201,Census Tract 12.01,Kootenai County,Idaho,Total,3409.0
16055001202,Census Tract 12.02,Kootenai County,Idaho,Total,3202.0
16055001300,Census Tract 13,Kootenai County,Idaho,Total,4413.0
16055001400,Census Tract 14,Kootenai County,Idaho,Total,2749.0
16055001500,Census Tract 15,Kootenai County,Idaho,Total,3525.0
16055001600,Census Tract 16,Kootenai County,Idaho,Total,2813.0
16055001700,Census Tract 17,Kootenai County,Idaho,Total,4963.0
16055001801,Census Tract 18.01,Kootenai County,Idaho,Total,3354.0
16055001802,Census Tract 18.02,Kootenai County,Idaho,Total,5333.0
16055001901,Census Tract 19.01,Kootenai County,Idaho,Total,2168.0
16055001902,Census Tract 19.02,Kootenai County,Idaho,Total,1075.0
16055002000,Census Tract 20,Kootenai County,Idaho,Total,3434.0
16055940000,Census Tract 9400,Kootenai County,Idaho,Total,2501.0
16057005101,Census Tract 51.01,Latah County,Idaho,Total,2493.0
16057005102,Census Tract 51.02,Latah County,Idaho,Total,4030.0
16057005200,Census Tract 52,Latah County,Idaho,Total,6293.0
16057005301,Census Tract 53.01,Latah County,Idaho,Total,2272.0
16057005302,Census Tract 53.02,Latah County,Idaho,Total,4977.0
16057005400,Census Tract 54,Latah County,Idaho,Total,8333.0
16057005500,Census Tract 55,Latah County,Idaho,Total,4084.0
16057005600,Census Tract 56,Latah County,Idaho,Total,4168.0
16057005700,Census Tract 57,Latah County,Idaho,Total,3222.0
16059970100,Census Tract 9701,Lemhi County,Idaho,Total,2709.0
16059970200,Census Tract 9702,Lemhi County,Idaho,Total,2329.0
16059970300,Census Tract 9703,Lemhi County,Idaho,Total,3005.0
16061940001,Census Tract 9400.01,Lewis County,Idaho,Total,1599.0
16061940002,Census Tract 9400.02,Lewis County,Idaho,Total,1984.0
16061950300,Census Tract 9503,Lewis County,Idaho,Total,47.0
16063950100,Census Tract 9501,Lincoln County,Idaho,Total,5203.0
16065950101,Census Tract 9501.01,Madison County,Idaho,Total,2187.0
16065950102,Census Tract 9501.02,Madison County,Idaho,Total,2882.0
16065950103,Census Tract 9501.03,Madison County,Idaho,Total,2095.0
16065950200,Census Tract 9502,Madison County,Idaho,Total,4995.0
16065950301,Census Tract 9503.01,Madison County,Idaho,Total,7491.0
16065950303,Census Tract 9503.03,Madison County,Idaho,Total,11690.0
16065950304,Census Tract 9503.04,Madison County,Idaho,Total,7300.0
16065950401,Census Tract 9504.01,Madison County,Idaho,Total,4761.0
16065950402,Census Tract 9504.02,Madison County,Idaho,Total,2548.0
16065950501,Census Tract 9505.01,Madison County,Idaho,Total,2637.0
16065950502,Census Tract 9505.02,Madison County,Idaho,Total,3901.0
16067970100,Census Tract 9701,Minidoka County,Idaho,Total,3165.0
16067970200,Census Tract 9702,Minidoka County,Idaho,Total,6534.0
16067970300,Census Tract 9703,Minidoka County,Idaho,Total,2770.0
16067970400,Census Tract 9704,Minidoka County,Idaho,Total,4977.0
16067970500,Census Tract 9705,Minidoka County,Idaho,Total,4180.0
16069940000,Census Tract 9400,Nez Perce County,Idaho,Total,4614.0
16069960200,Census Tract 9602,Nez Perce County,Idaho,Total,361.0
16069960300,Census Tract 9603,Nez Perce County,Idaho,Total,4712.0
16069960400,Census Tract 9604,Nez Perce County,Idaho,Total,3936.0
16069960500,Census Tract 9605,Nez Perce County,Idaho,Total,4184.0
16069960600,Census Tract 9606,Nez Perce County,Idaho,Total,5404.0
16069960700,Census Tract 9607,Nez Perce County,Idaho,Total,5395.0
16069960800,Census Tract 9608,Nez Perce County,Idaho,Total,3911.0
16069960900,Census Tract 9609,Nez Perce County,Idaho,Total,3394.0
16069961000,Census Tract 9610,Nez Perce County,Idaho,Total,6289.0
16071960100,Census Tract 9601,Oneida County,Idaho,Total,4572.0
16073950101,Census Tract 9501.01,Owyhee County,Idaho,Total,4449.0
