FIPS,Tract,County,State,measure,value
16017950802,Census Tract 9508.02,Bonner County,Idaho,Gini Coefficient,0.4275
16017950901,Census Tract 9509.01,Bonner County,Idaho,Gini Coefficient,0.4535
16017950902,Census Tract 9509.02,Bonner County,Idaho,Gini Coefficient,0.4323
16019970100,Census Tract 9701,Bonneville County,Idaho,Gini Coefficient,0.4426
16019970300,Census Tract 9703,Bonneville County,Idaho,Gini Coefficient,0.3822
16019970401,Census Tract 9704.01,Bonneville County,Idaho,Gini Coefficient,0.3784
16019970402,Census Tract 9704.02,Bonneville County,Idaho,Gini Coefficient,0.4017
16019970404,Census Tract 9704.04,Bonneville County,Idaho,Gini Coefficient,0.4059
16019970405,Census Tract 9704.05,Bonneville County,Idaho,Gini Coefficient,0.3304
16019970502,Census Tract 9705.02,Bonneville County,Idaho,Gini Coefficient,0.3345
16019970503,Census Tract 9705.03,Bonneville County,Idaho,Gini Coefficient,0.4532
16019970504,Census Tract 9705.04,Bonneville County,Idaho,Gini Coefficient,0.3707
16019970505,Census Tract 9705.05,Bonneville County,Idaho,Gini Coefficient,0.5129
16019970601,Census Tract 9706.01,Bonneville County,Idaho,Gini Coefficient,0.3913
16019970602,Census Tract 9706.02,Bonneville County,Idaho,Gini Coefficient,0.5021
16019970603,Census Tract 9706.03,Bonneville County,Idaho,Gini Coefficient,0.3669
16019970700,Census Tract 9707,Bonneville County,Idaho,Gini Coefficient,0.3756
16019970800,Census Tract 9708,Bonneville County,Idaho,Gini Coefficient,0.3572
16019970900,Census Tract 9709,Bonneville County,Idaho,Gini Coefficient,0.399
16019971000,Census Tract 9710,Bonneville County,Idaho,Gini Coefficient,0.4233
16019971100,Census Tract 9711,Bonneville County,Idaho,Gini Coefficient,0.4448
16019971200,Census Tract 9712,Bonneville County,Idaho,Gini Coefficient,0.4583
16019971301,Census Tract 9713.01,Bonneville County,Idaho,Gini Coefficient,0.3142
16019971302,Census Tract 9713.02,Bonneville County,Idaho,Gini Coefficient,0.3954
16019971401,Census Tract 9714.01,Bonneville County,Idaho,Gini Coefficient,0.3596
16019971402,Census Tract 9714.02,Bonneville County,Idaho,Gini Coefficient,0.3937
16019971500,Census Tract 9715,Bonneville County,Idaho,Gini Coefficient,0.3497
16021970100,Census Tract 9701,Boundary County,Idaho,Gini Coefficient,0.3942
16021970200,Census Tract 9702,Boundary County,Idaho,Gini Coefficient,0.4479
16023970100,Census Tract 9701,Butte County,Idaho,Gini Coefficient,0.4652
16025970100,Census Tract 9701,Camas County,Idaho,Gini Coefficient,0.429
16027020100,Census Tract 201,Canyon County,Idaho,Gini Coefficient,0.4326
16027020200,Census Tract 202,Canyon County,Idaho,Gini Coefficient,0.4036
16027020300,Census Tract 203,Canyon County,Idaho,Gini Coefficient,0.4282
16027020403,Census Tract 204.03,Canyon County,Idaho,Gini Coefficient,0.3776
16027020404,Census Tract 204.04,Canyon County,Idaho,Gini Coefficient,0.3635
16027020405,Census Tract 204.05,Canyon County,Idaho,Gini Coefficient,0.4428
16027020406,Census Tract 204.06,Canyon County,Idaho,Gini Coefficient,0.3543
16027020501,Census Tract 205.01,Canyon County,Idaho,Gini Coefficient,0.2921
16027020503,Census Tract 205.03,Canyon County,Idaho,Gini Coefficient,0.4116
16027020505,Census Tract 205.05,Canyon County,Idaho,Gini Coefficient,0.351
16027020506,Census Tract 205.06,Canyon County,Idaho,Gini Coefficient,0.4134
16027020601,Census Tract 206.01,Canyon County,Idaho,Gini Coefficient,0.365
16027020603,Census Tract 206.03,Canyon County,Idaho,Gini Coefficient,0.3013
16027020604,Census Tract 206.04,Canyon County,Idaho,Gini Coefficient,0.5022
16027020700,Census Tract 207,Canyon County,Idaho,Gini Coefficient,0.4225
16027020903,Census Tract 209.03,Canyon County,Idaho,Gini Coefficient,0.3882
16027020904,Census Tract 209.04,Canyon County,Idaho,Gini Coefficient,0.3302
16027020905,Census Tract 209.05,Canyon County,Idaho,Gini Coefficient,0.3553
16027020906,Census Tract 209.06,Canyon County,Idaho,Gini Coefficient,0.2576
16027020907,Census Tract 209.07,Canyon County,Idaho,Gini Coefficient,0.3701
16027020908,Census Tract 209.08,Canyon County,Idaho,Gini Coefficient,0.2735
16027020909,Census Tract 209.09,Canyon County,Idaho,Gini Coefficient,0.3161
16027020910,Census Tract 209.10,Canyon County,Idaho,Gini Coefficient,0.3729
16027021003,Census Tract 210.03,Canyon County,Idaho,Gini Coefficient,0.2453
16027021004,Census Tract 210.04,Canyon County,Idaho,Gini Coefficient,0.395
16027021005,Census Tract 210.05,Canyon County,Idaho,Gini Coefficient,0.3943
16027021006,Census Tract 210.06,Canyon County,Idaho,Gini Coefficient,0.3476
16027021007,Census Tract 210.07,Canyon County,Idaho,Gini Coefficient,0.3043
16027021008,Census Tract 210.08,Canyon County,Idaho,Gini Coefficient,0.3151
16027021101,Census Tract 211.01,Canyon County,Idaho,Gini Coefficient,0.3069
16027021102,Census Tract 211.02,Canyon County,Idaho,Gini Coefficient,0.255
16027021103,Census Tract 211.03,Canyon County,Idaho,Gini Coefficient,0.3415
16027021104,Census Tract 211.04,Canyon County,Idaho,Gini Coefficient,0.3272
16027021105,Census Tract 211.05,Canyon County,Idaho,Gini Coefficient,0.3811
16027021201,Census Tract 212.01,Canyon County,Idaho,Gini Coefficient,0.2839
16027021202,Census Tract 212.02,Canyon County,Idaho,Gini Coefficient,0.4771
16027021300,Census Tract 213,Canyon County,Idaho,Gini Coefficient,0.4434
16027021500,Census Tract 215,Canyon County,Idaho,Gini Coefficient,0.4525
16027021600,Census Tract 216,Canyon County,Idaho,Gini Coefficient,0.3706
16027021701,Census Tract 217.01,Canyon County,Idaho,Gini Coefficient,0.3512
16027021702,Census Tract 217.02,Canyon County,Idaho,Gini Coefficient,0.3828
16027021801,Census Tract 218.01,Canyon County,Idaho,Gini Coefficient,0.4174
16027021802,Census Tract 218.02,Canyon County,Idaho,Gini Coefficient,0.4087
16027021901,Census Tract 219.01,Canyon County,Idaho,Gini Coefficient,0.3563
16027021904,Census Tract 219.04,Canyon County,Idaho,Gini Coefficient,0.3347
16027021905,Census Tract 219.05,Canyon County,Idaho,Gini Coefficient,0.4236
16027021906,Census Tract 219.06,Canyon County,Idaho,Gini Coefficient,0.3253
16027021907,Census Tract 219.07,Canyon County,Idaho,Gini Coefficient,0.3478
16027022100,Census Tract 221,Canyon County,Idaho,Gini Coefficient,0.4508
16027022200,Census Tract 222,Canyon County,Idaho,Gini Coefficient,0.3804
16027022301,Census Tract 223.01,Canyon County,Idaho,Gini Coefficient,0.379
16027022302,Census Tract 223.02,Canyon County,Idaho,Gini Coefficient,0.4731
16027022303,Census Tract 223.03,Canyon County,Idaho,Gini Coefficient,0.4351
16027022400,Census Tract 224,Canyon County,Idaho,Gini Coefficient,0.4628
16029960100,Census Tract 9601,Caribou County,Idaho,Gini Coefficient,0.3808
16029960200,Census Tract 9602,Caribou County,Idaho,Gini Coefficient,0.3965
16031950100,Census Tract 9501,Cassia County,Idaho,Gini Coefficient,0.4706
16031950200,Census Tract 9502,Cassia County,Idaho,Gini Coefficient,0.3996
16031950300,Census Tract 9503,Cassia County,Idaho,Gini Coefficient,0.4374
16031950400,Census Tract 9504,Cassia County,Idaho,Gini Coefficient,0.5461
16031950500,Census Tract 9505,Cassia County,Idaho,Gini Coefficient,0.3716
16031950600,Census Tract 9506,Cassia County,Idaho,Gini Coefficient,0.3755
16033950100,Census Tract 9501,Clark County,Idaho,Gini Coefficient,0.3236
16035940001,Census Tract 9400.01,Clearwater County,Idaho,Gini Coefficient,0.4655
